Marca temporal,¿Cuál es tu rango de edad?,¿Cuál es tu rango de ingreso mensual?,¿Cuántas aplicaciones bancarias o financieras utilizas activamente?,¿Conoces qué es una fintech?,¿Qué tipo de instituciones financiera utilizas con mayor frecuencia?,¿Cuáles Fintechs utilizas? (Selección múltiple),"Si utilizas fintechs, ¿qué te preocupa de usarlas? (Selección múltiple)",¿Dirías que prefieres Fintechs sobre Bancos tradicionales?,"Si la anterior pregunta fue que tienes usos diferentes para Fintechs y Bancos Tradicionales responde que usos si no, escribe NA. ","Si has utilizado tanto Fintechs como bancos tradicionales, ¿qué factor influyó MÁS en tu preferencia?","¿Qué tan difícil te resulta completar una transacción típica (transferencia, pago de servicio) en tu app bancaria principal?","Pensando en la última vez que usaste tu app bancaria, ¿qué fue lo que más te FRUSTRÓ? (Selección múltiple)",Y ¿qué fue lo que más te GUSTÓ? (Selección múltiple),"Cuando tienes un problema con tu banco, ¿qué tipo de atención prefieres?",¿Qué tanto confías en tu institución financiera principal para manejar tu dinero y datos personales?,"¿Has tenido alguna vez una preocupación de seguridad con una institución financiera? Si fue así, ¿qué la causó? (Selección múltiple)",¿Cuál es tu banco principal?,¿Qué te haría cambiar de banco? (Selección múltiple),"¿Qué tipo de beneficios valoras más de tu banco? (Selección múltiple, máximo 3)",¿Qué tan importante es para ti tener acceso fácil a sucursales físicas?
5/5/2026 17:25:54,41-55,"$10,000MXN–$20,000MXN",3,Si,Ambos,MercadoPago ,Ninguna,Tengo usos diferentes para Fintechs y Bancos Tradicionales,Fintechs para mejor rendimiento poco monto ,Recompensas,1,Por seguridad no me permitieron una transferencia y fuí al banco ,Nada en particular,Atención humana,3,Fuga o uso indebido de datos,BBVA,"Comisiones más bajas, Recompensas más atractivas, Mejores tasas, Mala experiencia con mi banco actual","Cashback, Sin comisiones, Tasas de rendimiento",4
5/5/2026 17:26:05,56+,"$10,000MXN–$20,000MXN",2,He escuchado el término pero no estoy seguro,Banca tradicional,Ninguno,Ninguna,No,NA,No los uso,1,Nada me frustró,Diseño y facilidad de uso,Atención humana,4,No he tenido ningún problema,Banamex,Comisiones más bajas,Puntos canjeables,4
5/5/2026 17:29:12,18-25,"$10,000MXN–$20,000MXN",2,Si,Banca tradicional,Ninguno,Regulación o respaldo institucional (IPAB),No,NA,Confianza institucional,1,Tiempos de carga,"Seguridad (biometría, alertas)",Atención humana,3,Fuga o uso indebido de datos,Banamex,"Mejor atención, Recompensas más atractivas","Cashback, Descuentos en comercios, Tasas de rendimiento",2
5/5/2026 17:30:46,41-55,"Menos de $10,000 MXN",2,No,Banca tradicional,Nu (Nu Bank),"Riesgo tecnológico (caídas, hackeos)",Tengo usos diferentes para Fintechs y Bancos Tradicionales,Solo utilizo  para ahorro las fintechs,Atención al cliente,1,Nada me frustró,"Velocidad, Diseño y facilidad de uso, Funciones disponibles, Seguridad (biometría, alertas)",Depende del tipo de problema,5,No he tenido ningún problema,BBVA,"Nada, estoy muy agusto",Descuentos en comercios,5
5/5/2026 17:32:34,56+,"$20,000MXN–$50,000MXN",3,Si,Ambos,Nu (Nu Bank),Seguridad de mi dinero,Tengo usos diferentes para Fintechs y Bancos Tradicionales,NA,Rápidez,1,Nada me frustró,Diseño y facilidad de uso,Asistente AI o chatbot,5,No he tenido ningún problema,Banco Azteca,Mala experiencia con mi banco actual,Ninguno,1
5/5/2026 17:37:31,18-25,"Menos de $10,000 MXN",1,No,Banca tradicional,Ninguno,No uso,No,NA,No he usado,1,Errores o caídas,"Velocidad, Diseño y facilidad de uso, Funciones disponibles",Atención humana,5,Mal soporte ante un problema,Banamex,"Recomendación cercana, Mejores tasas","Cashback, Sin comisiones, Tasas de rendimiento",5
5/5/2026 17:39:30,18-25,"Más de $50,000MXN",1,No,Banca tradicional,Spin by Oxxo,"Ninguna, ",No,No,Rápidez,3,"Errores o caídas, Login o autenticación","Funciones disponibles, Recompensas o cashback",Atención humana,4,Fraude o cargo no autorizado,BBVA,"Mejor app, Recomendación cercana","Acceso anticipado a productos, Sin comisiones, Ninguno",5
5/5/2026 17:39:57,18-25,"Menos de $10,000 MXN",2,No,Banca tradicional,Ninguno,Ninguna,No,NA,Que no uso Fintechs,1,Tiempos de carga,Diseño y facilidad de uso,Depende del tipo de problema,5,No he tenido ningún problema,BBVA,Mala experiencia con mi banco actual,"Cashback, Beneficios de viaje, Sin comisiones",5
5/5/2026 17:41:06,18-25,Prefiero no decir,1,No,Banca tradicional,Ninguno,Ninguna,No,NA,Confianza institucional,2,Tiempos de carga,Diseño y facilidad de uso,Atención humana,3,Fraude o cargo no autorizado,HSBC,Recomendación cercana,"Acceso anticipado a productos, Descuentos en comercios, Tasas de rendimiento",5
5/5/2026 17:41:26,41-55,"$20,000MXN–$50,000MXN",3,He escuchado el término pero no estoy seguro,Banca tradicional,Mercado pago,"Riesgo tecnológico (caídas, hackeos)",No,NA,Confianza institucional,2,"Tiempos de carga, Errores o caídas","Diseño y facilidad de uso, Funciones disponibles",Depende del tipo de problema,3,Fraude o cargo no autorizado,Banamex,"Comisiones más bajas, Recompensas más atractivas, Mejores tasas","Sin comisiones, Tasas de rendimiento",5
5/5/2026 17:43:27,26-40,"$10,000MXN–$20,000MXN",4 o más,Si,Ambos,"Nu (Nu Bank), Mercado pago, Stori",Ninguna,Tengo usos diferentes para Fintechs y Bancos Tradicionales,"El banco tradicional para mí nómina y resguardo, fintech para ahorros con ganancias mejores",No,1,Nada me frustró,Diseño y facilidad de uso,Atención humana,5,No he tenido ningún problema,Santander,"Mejor app, Recompensas más atractivas",Ninguno,5
5/5/2026 17:44:10,18-25,"Menos de $10,000 MXN",1,Si,Fintechs,Nu (Nu Bank),"Seguridad de mi dinero, Soporte limitado, Riesgo tecnológico (caídas, hackeos)",Si,na ,Comisiones bajas,1,Nada me frustró,"Velocidad, Seguridad (biometría, alertas)",Atención humana,3,No he tenido ningún problema,Banamex,"Comisiones más bajas, Mejor atención",Acceso anticipado a productos,5
5/5/2026 17:47:44,18-25,"Menos de $10,000 MXN",1,He escuchado el término pero no estoy seguro,Banca tradicional,Ninguno,Ninguna,No,NA,Confianza institucional,1,Nada me frustró,"Velocidad, Seguridad (biometría, alertas)",Atención humana,4,No he tenido ningún problema,BBVA,Recompensas más atractivas,Sin comisiones,4
5/5/2026 17:58:26,56+,"Más de $50,000MXN",2,No,Banca tradicional,Nu (Nu Bank),Seguridad de mi dinero,No,Na,Recompensas,1,Nada me frustró,Diseño y facilidad de uso,Atención humana,5,No he tenido ningún problema,BBVA,Mejor app,"Puntos canjeables, Descuentos en comercios, Tasas de rendimiento",5
5/5/2026 18:05:45,41-55,"$10,000MXN–$20,000MXN",4 o más,Si,Banca tradicional,Wise,"Seguridad de mi dinero, Soporte limitado, Riesgo tecnológico (caídas, hackeos)",No,NA,Comisiones bajas,1,Nada me frustró,Funciones disponibles,Atención humana,4,Fraude o cargo no autorizado,BBVA,"Mejor atención, Mala experiencia con mi banco actual","Puntos canjeables, Sin comisiones, Tasas de rendimiento",5
5/5/2026 18:10:34,18-25,"Menos de $10,000 MXN",1,No,Banca tradicional,Ninguno,Ninguna,No,NA,Atención al cliente,1,Tiempos de carga,Funciones disponibles,Atención humana,3,No he tenido ningún problema,BanCoppel ,Mala experiencia con mi banco actual,Puntos canjeables,2
5/5/2026 18:18:16,18-25,"$10,000MXN–$20,000MXN",2,Si,Banca tradicional,Ninguno,Ninguna,Si,NA,Comisiones bajas,1,Difícil encontrar funciones,"Velocidad, Funciones disponibles, Notificaciones útiles, Seguridad (biometría, alertas), Recompensas o cashback",Atención humana,5,No he tenido ningún problema,Santander,"Comisiones más bajas, Mejores tasas","Cashback, Descuentos en comercios, Tasas de rendimiento",4
5/5/2026 18:52:11,18-25,Prefiero no decir,1,He escuchado el término pero no estoy seguro,Banca tradicional,Ninguno,"Falta de sucursales físicas, Regulación o respaldo institucional (IPAB)",No,NA,Confianza institucional,1,Login o autenticación,"Funciones disponibles, Seguridad (biometría, alertas)",Depende del tipo de problema,5,No he tenido ningún problema,BBVA,"Comisiones más bajas, Recomendación cercana, Mejores tasas, Mala experiencia con mi banco actual","Cashback, Puntos canjeables, Tasas de rendimiento",5
5/5/2026 18:54:48,56+,"Más de $50,000MXN",4 o más,Si,Banca tradicional,Ninguno,No uso ,No,N A,N A,1,Nada me frustró,"Velocidad, Diseño y facilidad de uso, Funciones disponibles, Seguridad (biometría, alertas)",Atención humana,5,No he tenido ningún problema,BBVA,No cambiaría ,"Tasas de rendimiento, Servicio",4
5/5/2026 18:55:16,18-25,"Menos de $10,000 MXN",2,Si,Ambos,"Nu (Nu Bank), Spin by Oxxo","Seguridad de mi dinero, Falta de sucursales físicas, Regulación o respaldo institucional (IPAB)",No,NA,Recompensas,1,Nada me frustró,"Velocidad, Diseño y facilidad de uso, Seguridad (biometría, alertas)",Atención humana,4,No he tenido ningún problema,BBVA,"Mejor atención, Mejores tasas, Mala experiencia con mi banco actual","Sin comisiones, Tasas de rendimiento",5
5/5/2026 18:57:47,18-25,"Menos de $10,000 MXN",2,Si,Banca tradicional,Ninguno,"Seguridad de mi dinero, Riesgo tecnológico (caídas, hackeos)",No,NA,Recompensas,1,Difícil encontrar funciones,"Velocidad, Funciones disponibles",Depende del tipo de problema,4,Mal soporte ante un problema,BBVA,"Mejor app, Recompensas más atractivas, Mejores tasas","Cashback, Beneficios de viaje, Tasas de rendimiento",3
5/5/2026 18:58:02,41-55,"Más de $50,000MXN",4 o más,He escuchado el término pero no estoy seguro,Banca tradicional,Nu (Nu Bank),Ninguna,No,NA,Atención al cliente,2,Soporte difícil de contactar,Funciones disponibles,Atención humana,5,Phishing,BBVA,Comisiones más bajas,Puntos canjeables,5
5/5/2026 18:59:14,18-25,Prefiero no decir,1,No,Ambos,Nu (Nu Bank),"Seguridad de mi dinero, Riesgo tecnológico (caídas, hackeos)",Si,NA,Rápidez,2,"Errores o caídas, Login o autenticación, Soporte difícil de contactar","Velocidad, Diseño y facilidad de uso",Atención humana,3,No he tenido ningún problema,BBVA,"Comisiones más bajas, Mejor app, Mejor atención, Mejores tasas, Mala experiencia con mi banco actual","Cashback, Tasas de rendimiento",5
5/5/2026 19:04:58,56+,"Más de $50,000MXN",3,Si,Banca tradicional,Open Bank,Regulación o respaldo institucional (IPAB),No,NA,Comisiones bajas,1,Errores o caídas,Diseño y facilidad de uso,Depende del tipo de problema,5,No he tenido ningún problema,BBVA,Mala experiencia con mi banco actual,Puntos canjeables,3
5/5/2026 19:16:02,18-25,"Menos de $10,000 MXN",1,He escuchado el término pero no estoy seguro,Banca tradicional,Ninguno,Ninguna,No,N/A,Rápidez,1,Tiempos de carga,Diseño y facilidad de uso,Atención humana,3,No he tenido ningún problema,BBVA,"Mejor app, Mejor atención",Cashback,5
5/5/2026 19:25:25,56+,"$20,000MXN–$50,000MXN",4 o más,Si,Ambos,Nu (Nu Bank),Ninguna,Tengo usos diferentes para Fintechs y Bancos Tradicionales,Ahorro en Fintech y transacciones en banca tradicional ,Recompensas,1,Tiempos de carga,"Seguridad (biometría, alertas)",Atención humana,4,Phishing,Santander,Recompensas más atractivas,"Cashback, Descuentos en comercios, Tasas de rendimiento",2
5/5/2026 19:28:26,41-55,"$10,000MXN–$20,000MXN",2,No,Banca tradicional,Ninguno,Ninguna,No,NA,NA,1,Errores o caídas,"Seguridad (biometría, alertas)",Atención humana,5,Fraude o cargo no autorizado,Banamex,Comisiones más bajas,"Cashback, Puntos canjeables, Sin comisiones",5
5/5/2026 19:33:00,18-25,"Menos de $10,000 MXN",2,Si,Banca tradicional,Bitso,"Soporte limitado, Regulación o respaldo institucional (IPAB)",Tengo usos diferentes para Fintechs y Bancos Tradicionales,El banco tradicional para guardar una parte de mi dinero y la fintech principalmente para inversiones.,Confianza institucional,1,Nada me frustró,Funciones disponibles,Atención humana,5,No he tenido ningún problema,BBVA,"Mejor atención, Recompensas más atractivas, Mala experiencia con mi banco actual",Sin comisiones,3
5/5/2026 19:43:41,41-55,Prefiero no decir,2,He escuchado el término pero no estoy seguro,Banca tradicional,Ninguno,Ninguna,No,Si,Recompensas,1,Nada me frustró,"Seguridad (biometría, alertas)",Atención humana,5,No he tenido ningún problema,Banamex,Mejores tasas,"Puntos canjeables, Descuentos en comercios, Sin comisiones",5
5/5/2026 20:05:15,41-55,"$20,000MXN–$50,000MXN",3,No,Banca tradicional,Spin by Oxxo,Seguridad de mi dinero,No,NA,Rápidez,1,Tiempos de carga,Velocidad,Atención humana,5,Fraude o cargo no autorizado,Banorte,Mejores tasas,Sin comisiones,4
5/5/2026 20:05:16,18-25,"Menos de $10,000 MXN",2,Si,Banca tradicional,"Nu (Nu Bank), Klar",Regulación o respaldo institucional (IPAB),No,NA,Rápidez,4,"Tiempos de carga, Procesos con muchos pasos","Funciones disponibles, Seguridad (biometría, alertas)",Atención humana,3,Fraude o cargo no autorizado,Banorte,"Mejor app, Mejor atención, Recompensas más atractivas",Beneficios de viaje,5
5/5/2026 20:06:17,41-55,"$20,000MXN–$50,000MXN",1,No,Banca tradicional,Ninguno,Ninguna,No,NA,Atención al cliente,1,Nada me frustró,Velocidad,Atención humana,3,Fraude o cargo no autorizado,BBVA,"Comisiones más bajas, Mejor atención, Recompensas más atractivas","Cashback, Sin comisiones, Tasas de rendimiento",5
5/5/2026 20:12:05,41-55,"$20,000MXN–$50,000MXN",3,No,Banca tradicional,Nu (Nu Bank),"Falta de sucursales físicas, Riesgo tecnológico (caídas, hackeos)",No,Na,Rápidez,3,Difícil encontrar funciones,Nada en particular,Atención humana,3,Mal soporte ante un problema,Banamex,"Comisiones más bajas, Mejor app, Mejor atención, Recompensas más atractivas, Mejores tasas","Cashback, Sin comisiones, Tasas de rendimiento",4
5/5/2026 20:15:02,18-25,Prefiero no decir,2,Si,Banca tradicional,"Nu (Nu Bank), Klar",Soporte limitado,No,NA,Rápidez,2,Tiempos de carga,"Diseño y facilidad de uso, Funciones disponibles",Atención humana,5,Phishing,Santander,Recomendación cercana,Cashback,5
5/5/2026 20:23:57,56+,Prefiero no decir,1,No,Banca tradicional,Mercado pago,Seguridad de mi dinero,No,NA,Rápidez,1,Nada me frustró,"Velocidad, Diseño y facilidad de uso, Seguridad (biometría, alertas)",Atención humana,5,No he tenido ningún problema,Santander,Necesidad de abrir otra cuenta,Ninguno,5
5/5/2026 20:24:17,41-55,"$10,000MXN–$20,000MXN",1,No,Banca tradicional,Ninguno,"Seguridad de mi dinero, Falta de sucursales físicas",No,NA,Confianza institucional,3,"Errores o caídas, Soporte difícil de contactar","Funciones disponibles, Notificaciones útiles, Seguridad (biometría, alertas), Recompensas o cashback",Atención humana,5,No he tenido ningún problema,Santander,"Recomendación cercana, Mejores tasas, Mala experiencia con mi banco actual","Cashback, Sin comisiones",4
5/5/2026 20:25:43,18-25,"Menos de $10,000 MXN",2,He escuchado el término pero no estoy seguro,Banca tradicional,Nu (Nu Bank),Ninguna,Tengo usos diferentes para Fintechs y Bancos Tradicionales,.,Comisiones bajas,1,Soporte difícil de contactar,"Funciones disponibles, Nada en particular",Atención humana,5,No he tenido ningún problema,BBVA,Recompensas más atractivas,Puntos canjeables,4
5/5/2026 20:30:41,56+,"Más de $50,000MXN",3,Si,Ambos,Mercado pago,Seguridad de mi dinero,No,"Na
",Atención al cliente,1,Nada me frustró,"Seguridad (biometría, alertas)",Depende del tipo de problema,5,No he tenido ningún problema,Banco Azteca,Recompensas más atractivas,"Sin comisiones, Tasas de rendimiento",5
5/5/2026 20:32:01,56+,"$20,000MXN–$50,000MXN",2,Si,Banca tradicional,Ninguno,Ninguna,No,N/A,Confianza institucional,1,Errores o caídas,"Diseño y facilidad de uso, Funciones disponibles",Depende del tipo de problema,5,Fraude o cargo no autorizado,Santander,"Comisiones más bajas, Mejor app","Beneficios de viaje, Sin comisiones",3
5/5/2026 21:58:39,41-55,Prefiero no decir,2,No,Banca tradicional,Ninguno,Ninguna,No,na,No las uso,2,Nada me frustró,"Diseño y facilidad de uso, Seguridad (biometría, alertas)",Depende del tipo de problema,5,No he tenido ningún problema,HSBC,Mejor atención,Sin comisiones,1
5/5/2026 21:58:45,56+,"$10,000MXN–$20,000MXN",2,No,Banca tradicional,Ninguno,Ninguna,No,NA,Solo tengo banco,1,Nada me frustró,"Diseño y facilidad de uso, Seguridad (biometría, alertas), Recompensas o cashback",Atención humana,4,No he tenido ningún problema,BBVA,"Comisiones más bajas, Mejores tasas","Cashback, Puntos canjeables",3
5/5/2026 22:00:55,41-55,"Más de $50,000MXN",4 o más,Si,Banca tradicional,Ninguno,Ninguna,No,NA,NA,1,Nada me frustró,Diseño y facilidad de uso,Depende del tipo de problema,4,Fraude o cargo no autorizado,Banamex,Recompensas más atractivas,"Sin comisiones, Tasas de rendimiento",5
5/5/2026 22:20:22,18-25,"Menos de $10,000 MXN",3,Si,Ambos,Nu (Nu Bank),Falta de sucursales físicas,No,NA,Experiencia,1,Nada me frustró,"Velocidad, Seguridad (biometría, alertas)",Atención humana,4,No he tenido ningún problema,BBVA,Recompensas más atractivas,"Puntos canjeables, Descuentos en comercios, Beneficios de viaje",5
5/5/2026 22:49:40,56+,"$10,000MXN–$20,000MXN",2,Si,Banca tradicional,Ninguno,"Seguridad de mi dinero, Falta de sucursales físicas, Soporte limitado, Regulación o respaldo institucional (IPAB), Riesgo tecnológico (caídas, hackeos)",No,N/A,Recompensas,1,Nada me frustró,"Diseño y facilidad de uso, Funciones disponibles, Notificaciones útiles, Recompensas o cashback",Atención humana,5,Fraude o cargo no autorizado,Banamex,"Mejor app, Mejor atención, Recomendación cercana, Mala experiencia con mi banco actual","Cashback, Puntos canjeables, Sin comisiones",5
5/5/2026 22:51:46,18-25,"$10,000MXN–$20,000MXN",2,No,Ambos,Nu (Nu Bank),Falta de sucursales físicas,Si,NA,Experiencia,1,Tiempos de carga,"Velocidad, Diseño y facilidad de uso",Depende del tipo de problema,5,No he tenido ningún problema,BBVA,Mejor app,Cashback,4
5/5/2026 23:04:19,18-25,"Menos de $10,000 MXN",2,Si,Ambos,Klar,"Seguridad de mi dinero, Falta de sucursales físicas, Regulación o respaldo institucional (IPAB)",Tengo usos diferentes para Fintechs y Bancos Tradicionales,"Transacciones, pagos y ahorros",Comisiones bajas,2,"Procesos con muchos pasos, Soporte difícil de contactar","Seguridad (biometría, alertas), Recompensas o cashback",Atención humana,2,Fraude o cargo no autorizado,BBVA,"Mejor app, Mejor atención, Recompensas más atractivas, Mala experiencia con mi banco actual","Cashback, Descuentos en comercios, Sin comisiones",5
5/5/2026 23:22:00,18-25,"Menos de $10,000 MXN",3,No,Banca tradicional,Nu (Nu Bank),"Seguridad de mi dinero, Falta de sucursales físicas, Riesgo tecnológico (caídas, hackeos)",Si,N A,Confianza institucional,4,"Tiempos de carga, Procesos con muchos pasos, Difícil encontrar funciones","Seguridad (biometría, alertas)",Atención humana,3,Fraude o cargo no autorizado,Banamex,"Comisiones más bajas, Recompensas más atractivas, Mejores tasas",Cashback,4
6/5/2026 6:34:52,18-25,Prefiero no decir,2,Si,Ambos,"Nu (Nu Bank), Mercado pago, ","Seguridad de mi dinero, Soporte limitado, Riesgo tecnológico (caídas, hackeos)",No,NA,Portabilidad,1,"Tiempos de carga, Errores o caídas",Funciones disponibles,Atención humana,4,Mal soporte ante un problema,Banamex,Mala experiencia con mi banco actual,Acceso anticipado a productos,5
6/5/2026 7:00:55,18-25,"$10,000MXN–$20,000MXN",2,Si,Banca tradicional,Ninguno,Ninguna,No,NA,Confianza institucional,1,Tiempos de carga,"Diseño y facilidad de uso, Funciones disponibles, Notificaciones útiles",Atención humana,5,No he tenido ningún problema,Banamex,"Mejor app, Recompensas más atractivas, Mejores tasas","Acceso anticipado a productos, Descuentos en comercios, Tasas de rendimiento",5
6/5/2026 7:06:29,41-55,"Más de $50,000MXN",4 o más,Si,Banca tradicional,"Mercado pago, Finsus, Kubo","Regulación o respaldo institucional (IPAB), Riesgo tecnológico (caídas, hackeos)",Tengo usos diferentes para Fintechs y Bancos Tradicionales,"Bancos para operaciones tradicionales, fintechs para pagos e inversión de corto plazo ",Confianza institucional,1,Difícil encontrar funciones,Notificaciones útiles,Atención humana,4,Fraude o cargo no autorizado,HSBC,Comisiones más bajas,"Puntos canjeables, Beneficios de viaje",2
6/5/2026 8:13:52,56+,"$10,000MXN–$20,000MXN",2,No,Banca tradicional,"Mercado pago, Spin by Oxxo","Seguridad de mi dinero, Regulación o respaldo institucional (IPAB)",No,NA,Rápidez,2,Nada me frustró,Diseño y facilidad de uso,Atención humana,4,No he tenido ningún problema,Banamex,Comisiones más bajas,"Cashback, Descuentos en comercios",5
6/5/2026 11:11:28,56+,"Menos de $10,000 MXN",1,He escuchado el término pero no estoy seguro,Banca tradicional,"Klar, Ninguno",Ninguna,No,Xx,Atención al cliente,3,Errores o caídas,Notificaciones útiles,Atención humana,4,Phishing,HSBC,Mala experiencia con mi banco actual,Sin comisiones,5
6/5/2026 19:40:16,26-40,"Más de $50,000MXN",3,Si,Ambos,"Nu (Nu Bank), Mercado pago","Seguridad de mi dinero, Regulación o respaldo institucional (IPAB), Riesgo tecnológico (caídas, hackeos)",Tengo usos diferentes para Fintechs y Bancos Tradicionales,Fintechs para inversión de montos pequeños a moderados ,Intereses de ganancia ,1,"Tiempos de carga, Errores o caídas","Diseño y facilidad de uso, Seguridad (biometría, alertas)",Atención humana,4,Fraude o cargo no autorizado,BBVA,"Recompensas más atractivas, Mejores tasas","Cashback, Puntos canjeables, Tasas de rendimiento",3
7/5/2026 15:10:42,18-25,"Menos de $10,000 MXN",2,No,Banca tradicional,Nu (Nu Bank),Falta de sucursales físicas,No,Na,Rápidez,1,Difícil encontrar funciones,"Funciones disponibles, Notificaciones útiles, Seguridad (biometría, alertas)",Atención humana,5,Fraude o cargo no autorizado,BBVA,"Mejor app, Mejor atención, Mejores tasas","Acceso anticipado a productos, Beneficios de viaje, Tasas de rendimiento",5
9/5/2026 12:00:30,18-25,"Menos de $10,000 MXN",2,Si,Fintechs,"Nu (Nu Bank), Mercado pago","Seguridad de mi dinero, Falta de sucursales físicas, Riesgo tecnológico (caídas, hackeos)",Si,NA,Comisiones bajas,1,Tiempos de carga,"Velocidad, Diseño y facilidad de uso, Seguridad (biometría, alertas), Recompensas o cashback",Depende del tipo de problema,4,No he tenido ningún problema,Mercado Pago,"Comisiones más bajas, Mejor app, Recompensas más atractivas, Mejores tasas","Sin comisiones, Tasas de rendimiento",3
